代號,名稱,規模,年份,起始日,出關日,條款,前日漲幅(%),D1跳空(%),符合因子,加強訊號,D1%,D3%,D5%,D8%,策略報酬(%)
4583,台灣精銳,中,2024,2024-09-03,2024-09-18,10日6次,-0.73,0.00,,,9.93,9.19,10.85,16.54,22.22
8111,立碁,小,2024,2024-09-03,2024-09-18,連續3日,-2.34,0.00,,,-3.42,-8.56,-1.88,-4.45,4.96
5386,青雲,小,2024,2024-09-02,2024-09-16,連續3日,-6.73,-0.96,,,-3.37,-13.94,-13.46,-18.27,-11.60
2424,隴華,小,2024,2024-08-30,2024-09-13,連續3日,3.85,-0.10,✅,⭐,-0.31,0.31,1.23,2.88,26.78
3550,聯穎,小,2024,2024-08-30,2024-09-13,連續3日,2.67,-0.20,✅,⭐,-1.40,0.20,-5.80,-14.80,0.86
5364,力麗店,小,2024,2024-08-30,2024-09-13,連續3日,1.26,-1.87,,,-4.37,-6.13,-9.25,-2.29,3.01
8039,台虹,中,2024,2024-08-30,2024-09-13,連續3日,0.00,0.00,,,-2.14,-1.28,-5.14,-10.13,-1.23
4741,泓瀚,小,2024,2024-08-29,2024-09-12,連續3日,1.89,-0.19,,,10.00,5.93,12.96,4.26,-23.17
8080,印鉐,小,2024,2024-08-28,2024-09-11,連續3日,9.82,-6.89,,,9.87,32.03,40.04,35.94,19.64
4729,熒茂,小,2024,2024-08-26,2024-09-09,連續3日,-1.50,1.91,,,-4.96,2.67,4.77,4.20,14.30
5905,南仁湖,小,2024,2024-08-23,2024-09-06,連續3日,0.63,-1.89,,,1.68,4.20,0.84,-8.40,-8.62
2070,精湛,小,2024,2024-08-22,2024-09-09,連續3日,-0.36,1.31,,,-0.60,-5.24,-1.19,3.69,-4.19
6570,維田,小,2024,2024-08-22,2024-09-05,連續3日,-2.06,0.42,,,2.53,-5.20,-2.25,-3.79,-15.70
1225,福懋油,中,2024,2024-08-20,2024-09-03,10日6次,2.19,1.23,✅,,-0.92,1.53,-0.61,-1.84,-0.67
3219,倚強科,小,2024,2024-08-19,2024-09-02,連續3日,0.68,-1.01,,,-2.52,-5.70,-6.88,-5.70,-5.18
3284,太普高,小,2024,2024-08-19,2024-09-02,連續3日,-3.19,0.00,,,1.50,-1.35,-11.84,-6.75,-16.01
3230,錦明,小,2024,2024-08-16,2024-08-30,連續3日,9.92,6.57,,,1.68,22.94,21.56,41.28,45.51
3303,岱稜,小,2024,2024-08-16,2024-08-30,連續3日,3.10,-1.50,✅,⭐,-0.83,2.84,0.33,8.51,-0.19
6754,匯僑設計,小,2024,2024-08-16,2024-08-30,10日6次,4.63,0.70,✅,,2.10,1.17,1.63,-1.98,-5.15
1540,喬福,小,2024,2024-08-09,2024-08-27,連續3日+當沖,-0.58,1.06,,,-4.81,-10.90,-10.67,-9.73,3.58
2524,京城,中,2024,2024-08-05,2024-08-21,連續3日+當沖,1.76,-5.63,,,-9.96,-11.26,-6.49,-4.76,8.30
6199,天品,小,2024,2024-08-05,2024-08-19,連續3日,9.92,-4.56,,,-9.96,8.71,25.73,27.59,39.04
6228,全譜,小,2024,2024-07-31,2024-08-14,連續3日,9.98,8.12,,,0.28,0.00,-18.16,-12.65,-20.11
3073,天方能源,小,2024,2024-07-23,2024-08-06,連續3日,9.80,0.00,,,-9.82,-25.18,-29.11,-29.02,-29.47
6692,進能服,小,2024,2024-07-23,2024-08-06,連續3日,2.57,-2.17,✅,⭐,-9.87,-14.55,-19.82,-29.10,-29.11
6492,生華科,小,2024,2024-07-22,2024-08-05,連續3日,-6.59,2.41,,,-3.27,-6.20,-3.61,-8.78,-15.48
2243,宏旭-KY,小,2024,2024-07-17,2024-07-31,連續3日,6.15,0.18,✅,,-2.28,10.00,-3.51,-1.05,4.49
4927,泰鼎-KY,中,2024,2024-07-17,2024-07-31,連續3日,-0.36,-0.37,,,-2.93,-4.02,-3.11,-1.46,1.34
3535,晶彩科,小,2024,2024-07-16,2024-07-30,10日6次,0.53,-1.06,,,3.17,-4.89,-12.02,-7.13,-5.22
3593,力銘,小,2024,2024-07-15,2024-07-29,10日6次,-3.00,-1.19,,,-6.67,-6.67,-4.76,-11.90,-6.48
3047,訊舟,小,2024,2024-07-12,2024-07-26,10日6次,9.94,-2.80,,,-9.58,-8.29,-10.98,-12.81,-2.98
6218,豪勉,小,2024,2024-07-12,2024-07-26,連續3日,-1.47,-9.91,,,-7.33,-10.45,-8.82,-16.28,-14.41
6937,天虹,中,2024,2024-07-12,2024-07-26,連續3日,1.31,-3.87,,,1.61,1.94,-3.23,-7.10,-10.83
8937,合騏,中,2024,2024-07-12,2024-07-26,連續3日,1.60,-3.30,,,0.43,6.89,3.59,5.02,13.36
6133,金橋,小,2024,2024-07-11,2024-07-26,連續3日,4.58,-0.21,✅,⭐,-2.29,-7.29,-6.46,-14.17,-14.00
8906,花王,小,2024,2024-07-11,2024-07-26,10日6次,3.37,0.00,✅,⭐,-1.03,-1.55,1.72,-2.58,7.46
4510,高鋒,小,2024,2024-07-10,2024-07-26,連續3日,9.94,4.23,,,10.00,13.85,17.50,17.31,4.54
4562,穎漢,小,2024,2024-07-09,2024-07-23,連續3日,-1.10,-3.19,,,-9.99,-7.77,-11.93,-14.56,-3.28
2467,志聖,中,2024,2024-07-08,2024-07-26,連續3日+當沖,2.17,-1.65,✅,🚫當沖條款,-7.55,-3.77,-4.72,-1.89,4.23
3492,長盛,小,2024,2024-07-08,2024-07-22,連續3日,1.78,0.32,,,10.00,2.06,-6.83,-0.63,-11.04
4534,慶騰,小,2024,2024-07-08,2024-07-22,連續3日,8.20,-4.12,✅,⭐,-9.56,-6.59,-7.74,-7.41,-6.73
6698,旭暉應材,小,2024,2024-07-08,2024-07-26,連續3日+當沖,-3.40,0.00,,,-5.93,-4.07,-10.19,-7.41,-22.21
8104,錸寶,小,2024,2024-07-08,2024-07-22,連續3日,2.84,1.38,✅,,-5.35,-11.74,-8.46,-12.78,-13.40
1587,吉茂,小,2024,2024-07-05,2024-07-19,10日6次,2.38,0.78,✅,,-4.81,-15.50,-11.63,-14.73,-13.39
2349,錸德,中,2024,2024-07-05,2024-07-19,連續3日,10.00,10.00,,,10.00,9.09,-1.82,0.00,-9.72
6658,聯策,小,2024,2024-07-05,2024-07-19,連續3日,9.87,9.76,,,2.70,-8.22,-11.94,-1.16,-17.36
1784,訊聯,小,2024,2024-07-04,2024-07-18,連續3日,-5.00,-0.38,,,1.88,9.77,10.90,7.89,18.83
2429,銘旺科,小,2024,2024-07-04,2024-07-18,連續3日,6.43,0.00,✅,⭐,-9.01,-20.55,-18.68,-18.90,-10.74
6661,威健生技,小,2024,2024-07-04,2024-07-18,連續3日,-7.41,2.62,,,1.69,11.69,-3.23,-8.31,-1.72
3686,達能,小,2024,2024-07-03,2024-07-17,10日6次,9.98,0.00,,,-5.19,-2.59,0.16,5.35,-1.90
8440,綠電,小,2024,2024-07-02,2024-07-16,連續3日,-4.39,2.02,,,9.91,7.34,3.67,6.42,-11.38
3581,博磊,小,2024,2024-07-01,2024-07-17,連續3日,0.23,-1.91,,,-3.03,5.84,25.39,16.85,19.23
3652,精聯,小,2024,2024-07-01,2024-07-15,連續5日,2.99,-2.08,✅,⭐,-1.14,0.31,2.18,0.52,0.48
6144,得利影,小,2024,2024-07-01,2024-07-15,10日6次,1.31,-1.88,,,-1.88,-2.94,0.12,27.21,27.13
3297,杭特,小,2024,2024-06-28,2024-07-12,連續3日,-4.43,4.48,,,1.39,1.39,21.95,2.01,-7.06
6869,雲豹能源,中,2024,2024-06-28,2024-07-12,10日6次,0.23,1.63,,,7.44,26.05,19.30,18.60,11.55
4526,東台,小,2024,2024-06-27,2024-07-15,連續5日+當沖,3.29,-2.12,✅,🚫當沖條款,-6.06,-4.09,-5.76,3.03,3.19
6431,光麗-KY,小,2024,2024-06-27,2024-07-11,10日6次,0.30,-1.48,,,1.78,-1.19,-5.34,-2.08,-8.23
6598,ABC-KY,小,2024,2024-06-25,2024-07-09,10日6次,-8.33,3.25,,,-1.79,0.00,0.65,-6.49,-1.51
2438,翔耀,小,2024,2024-06-24,2024-07-08,10日6次,9.95,0.00,,,9.73,11.09,10.89,36.77,21.98
6187,萬潤,中,2024,2024-06-21,2024-07-05,10日6次,5.61,-1.52,✅,⭐,-1.90,-2.66,-0.19,3.80,27.30
6451,訊芯-KY,中,2024,2024-06-21,2024-07-05,10日6次,9.98,-2.41,,,-4.26,-3.33,2.22,-5.56,-1.90
2486,一詮,中,2024,2024-06-20,2024-07-04,10日6次,-0.84,-1.69,,,0.42,-0.84,11.39,12.24,15.61
1519,華城,大,2024,2024-06-19,2024-07-05,連續3日+當沖,4.42,-0.63,✅,🚫當沖條款,-1.59,0.21,-2.65,0.00,0.29
3219,倚強科,小,2024,2024-06-19,2024-07-03,連續3日,9.93,4.68,,,2.10,9.35,8.71,7.42,9.60
4419,皇家美食,小,2024,2024-06-19,2024-07-03,連續3日,-3.65,-2.24,,,-7.24,-2.93,5.86,3.45,19.90
4924,欣厚-KY,小,2024,2024-06-19,2024-07-03,連續3日,9.72,-7.02,,,-9.87,-6.35,-0.33,-5.02,-6.85
6640,均華,中,2024,2024-06-19,2024-07-03,10日6次,5.73,-1.81,✅,⭐,-5.05,14.62,10.29,9.21,32.72
6643,M31,大,2024,2024-06-19,2024-07-03,10日6次,1.53,-1.88,,,-0.75,-0.75,-18.42,-14.66,-8.69
9105,泰金寶-DR,大,2024,2024-06-18,2024-07-02,10日6次,9.98,9.24,,,-0.34,0.00,17.48,10.08,7.23
3122,笙泉,小,2024,2024-06-13,2024-07-01,連續3日,-3.91,-1.06,,,-3.72,4.60,5.31,-1.77,2.58
3229,晟鈦,小,2024,2024-06-13,2024-06-27,10日6次,9.83,0.58,,,-0.78,-3.11,13.23,5.45,-5.06
5484,慧友,小,2024,2024-06-12,2024-06-26,10日6次,9.90,9.45,,,9.89,32.97,39.56,60.22,43.64
6228,全譜,小,2024,2024-06-12,2024-06-26,連續3日,9.97,9.33,,,4.00,6.93,25.20,13.60,-3.82
6895,宏碩系統,小,2024,2024-06-07,2024-06-24,連續3日,5.56,3.86,✅,,-1.40,-0.70,0.35,22.11,37.37
6512,啟發電,小,2024,2024-06-06,2024-06-21,連續3日,-8.79,2.33,,,-9.63,-13.46,-7.97,-6.98,0.75
3379,彬台,小,2024,2024-06-05,2024-06-20,連續3日,9.90,-2.06,,,-9.94,-19.14,-15.38,-2.44,26.10
6117,迎廣,中,2024,2024-06-05,2024-06-20,10日6次,0.00,1.27,,,-6.35,-15.24,-16.51,-15.87,-13.58
3312,弘憶股,中,2024,2024-06-04,2024-06-21,連續3日+當沖,9.94,0.94,,,-5.94,-9.58,-7.02,-4.72,1.65
4549,桓達,中,2024,2024-06-04,2024-06-19,連續3日,-0.52,1.85,,,-4.75,5.01,-3.17,2.90,-3.68
6695,芯鼎,小,2024,2024-06-04,2024-06-19,10日6次,0.14,-1.50,,,-0.68,-8.89,-13.00,-3.83,-6.42
8455,大拓-KY,小,2024,2024-06-04,2024-06-19,連續3日,9.95,10.00,,,5.48,-1.79,-16.67,-5.95,-13.34
6160,欣技,小,2024,2024-06-03,2024-06-18,連續3日,1.50,0.82,,,-2.30,-7.87,-6.89,-2.62,0.82
6231,系微,中,2024,2024-05-31,2024-06-17,連續3日,4.30,-0.53,✅,⭐,-9.97,-3.59,2.79,5.32,24.46
3537,堡達,小,2024,2024-05-30,2024-06-14,連續3日,-4.17,-0.31,,,-3.57,0.93,-9.32,-8.39,-3.58
8374,羅昇,小,2024,2024-05-30,2024-06-14,10日6次,9.90,4.78,,,9.93,32.72,21.32,10.85,20.04
9136,巨騰-DR,小,2024,2024-05-30,2024-06-14,10日6次,0.31,0.00,,,0.15,-1.08,-0.77,-1.54,-2.20
2365,昆盈,小,2024,2024-05-29,2024-06-13,10日6次,9.89,7.62,,,9.70,-1.11,-3.05,-6.23,-17.40
5474,聰泰,小,2024,2024-05-29,2024-06-13,連續3日,0.00,0.00,,,-2.03,-4.07,-2.33,-6.40,-11.93
2392,正崴,中,2024,2024-05-28,2024-06-12,10日6次,2.35,1.22,✅,,2.57,-1.89,-2.03,-9.88,-9.33
3363,上詮,中,2024,2024-05-28,2024-06-12,10日6次,-0.64,-1.29,,,-0.65,-8.39,-3.23,-3.55,1.27
3491,昇達科,中,2024,2024-05-28,2024-06-12,連續5日,-1.38,0.17,,,-0.35,-6.47,2.45,4.37,1.05
4127,天良,小,2024,2024-05-28,2024-06-12,10日6次,0.11,-0.44,,,-7.93,-5.73,-5.95,-4.30,-1.55
2359,所羅門,中,2024,2024-05-27,2024-06-13,連續5日+當沖,5.21,2.92,✅,,2.33,2.92,2.04,-4.37,-4.63
8033,雷虎,中,2024,2024-05-24,2024-06-07,10日6次,8.58,-5.27,✅,⭐,-5.27,-6.27,-7.78,-7.03,-4.20
8071,能率網通,小,2024,2024-05-24,2024-06-07,連續3日,-5.73,0.23,,,-0.23,-6.07,-7.94,-8.88,-11.36
2374,佳能,中,2024,2024-05-23,2024-06-11,連續5日+當沖,0.33,-1.94,,,-6.65,-1.30,-2.76,-1.94,-3.83
3064,泰偉,小,2024,2024-05-23,2024-06-06,連續3日,10.00,9.53,,,9.53,7.12,-2.30,-7.34,-12.86
5392,能率,小,2024,2024-05-23,2024-06-06,連續5日,4.35,-2.55,✅,⭐,-9.84,-8.33,-8.45,-7.41,5.55
6446,藥華藥,大,2024,2024-05-22,2024-06-05,10日6次,2.87,-2.44,✅,⭐,-5.47,-1.40,-0.47,-3.02,14.65
2362,藍天,中,2024,2024-05-21,2024-06-04,10日6次,-2.89,0.00,,,-1.16,1.99,2.65,-0.50,-0.36
8089,康全電訊,小,2024,2024-05-21,2024-06-04,10日6次,2.74,-0.10,✅,⭐,-1.13,-0.10,3.18,5.75,5.04
2609,陽明,大,2024,2024-05-17,2024-05-31,連續3日,3.78,0.00,✅,⭐,-4.18,-3.64,-3.78,7.29,0.35
6863,永道-KY,中,2024,2024-05-17,2024-05-31,連續3日,2.60,0.69,✅,,-0.92,-0.92,-2.30,1.84,-1.52
2615,萬海,大,2024,2024-05-16,2024-06-03,連續3日+當沖,3.07,-0.71,✅,🚫當沖條款,1.99,0.43,0.99,16.45,13.69
9103,美德醫療-DR,小,2024,2024-05-16,2024-05-30,10日6次,1.46,0.72,,,-1.44,1.29,0.72,0.14,1.25
4562,穎漢,小,2024,2024-05-14,2024-05-28,連續3日,2.08,-2.89,✅,⭐,-1.53,1.87,-2.04,1.87,31.88
6419,京晨科,小,2024,2024-05-10,2024-05-24,連續3日,9.93,0.96,,,-4.14,15.83,39.21,45.06,49.86
6442,光聖,中,2024,2024-05-09,2024-05-27,連續5日+當沖,-2.32,0.00,,,-1.48,2.08,4.45,7.12,5.97
8906,花王,小,2024,2024-05-08,2024-05-22,連續3日,9.86,9.45,,,9.61,10.24,8.66,14.96,2.66
8996,高力,中,2024,2024-05-08,2024-05-24,連續5日+當沖,-0.73,-0.49,,,1.34,3.30,4.89,8.19,19.06
3234,光環,小,2024,2024-05-03,2024-05-17,連續3日,1.20,-2.17,,,-5.73,-5.14,-8.70,-4.15,0.48
6552,易華電,小,2024,2024-05-03,2024-05-21,連續3日+當沖,0.00,0.20,,,-3.43,1.01,0.00,-1.01,0.79
6264,富裔,小,2024,2024-05-02,2024-05-16,連續3日,9.71,-0.88,,,4.42,-10.03,-19.17,-26.25,-20.41
6425,易發,小,2024,2024-05-02,2024-05-16,10日6次,2.09,-1.29,✅,⭐,-2.37,-2.69,-0.11,0.97,3.06
2745,五福,小,2024,2024-04-30,2024-05-15,連續3日,-3.25,-0.42,,,2.94,14.29,4.20,4.20,1.28
6199,天品,小,2024,2024-04-29,2024-05-14,連續3日,0.00,2.81,,,-2.97,-8.59,-11.41,-13.44,-6.96
1617,榮星,小,2024,2024-04-23,2024-05-08,連續3日,-9.85,-4.07,,,-9.26,-12.59,-12.04,-11.11,0.87
4588,玖鼎電力,小,2024,2024-04-22,2024-05-07,10日6次,-4.20,-2.19,,,-9.85,-10.22,-15.33,-13.50,-8.86
4768,晶呈科技,中,2024,2024-04-22,2024-05-07,10日6次,-7.69,-3.70,,,-8.33,-0.74,-2.78,-0.19,10.35
9955,佳龍,小,2024,2024-04-22,2024-05-07,10日6次,1.32,0.00,,,-9.74,-14.68,-14.29,-15.19,-11.72
6283,淳安,小,2024,2024-04-19,2024-05-06,連續3日,-2.05,0.00,,,-5.97,-8.21,-4.18,4.18,13.77
8077,洛碁,小,2024,2024-04-18,2024-05-03,連續3日,0.00,0.00,,,-5.72,-14.99,-11.05,-12.07,-6.29
3060,銘異,小,2024,2024-04-17,2024-05-02,連續3日,-5.10,1.97,,,2.15,-6.27,-6.27,0.00,0.17
3609,三一東林,小,2024,2024-04-17,2024-05-02,連續3日,0.65,0.00,,,-1.69,-1.43,0.26,4.03,7.97
1453,大將,小,2024,2024-04-16,2024-04-30,10日6次,6.67,0.00,✅,⭐,-9.88,-3.43,-15.32,-5.24,1.66
1514,亞力,中,2024,2024-04-16,2024-05-03,連續3日+當沖,4.17,-4.00,✅,🚫當沖條款,-4.29,0.00,-13.43,-10.00,-19.76
4533,協易機,小,2024,2024-04-16,2024-04-30,連續3日,-3.48,-1.16,,,-9.91,-2.57,-16.34,-2.96,0.64
2363,矽統,中,2024,2024-04-15,2024-04-29,10日6次,4.96,-1.47,✅,⭐,0.98,12.21,11.07,14.01,-0.52
4192,杏國,小,2024,2024-04-15,2024-04-29,連續3日,-3.35,-1.15,,,-4.13,-7.79,-10.00,-8.08,-3.67
6949,沛爾生醫-創,大,2024,2024-04-15,2024-04-29,10日6次,2.88,-1.20,✅,⭐,-2.40,3.60,19.20,14.80,38.17
3466,德晉,小,2024,2024-04-12,2024-04-26,連續3日,0.66,2.23,,,5.24,-3.66,7.33,7.33,-2.60
3555,博士旺,小,2024,2024-04-12,2024-04-26,連續3日,6.50,-3.82,✅,⭐,-5.34,-20.99,-15.27,-16.03,-8.02
6207,雷科,小,2024,2024-04-11,2024-04-25,連續3日,-6.45,2.12,,,3.89,8.66,8.48,-5.65,14.44
1587,吉茂,小,2024,2024-04-10,2024-04-24,連續3日,-9.98,0.00,,,5.73,14.14,24.84,20.76,23.98
6139,亞翔,大,2024,2024-04-09,2024-04-25,連續3日+當沖,2.47,0.17,✅,,2.41,14.63,13.43,12.39,-3.55
4198,欣大健康,小,2024,2024-04-08,2024-04-22,連續3日,9.87,9.38,,,9.96,4.69,2.93,-6.25,-20.78
7402,邑錡,小,2024,2024-04-08,2024-04-24,連續5日,-3.02,0.78,,,-5.06,-2.72,-4.28,-8.56,-6.09
6197,佳必琪,中,2024,2024-04-03,2024-04-19,連續3日,1.97,-1.93,,,9.97,7.72,8.68,-3.22,-20.82
1616,億泰,小,2024,2024-03-29,2024-04-16,連續3日,-5.81,0.00,,,-5.48,-1.83,3.20,-4.57,2.54
3228,金麗科,中,2024,2024-03-28,2024-04-15,10日6次,-0.89,0.54,,,-3.60,0.90,-9.37,-7.93,-9.89
2359,所羅門,中,2024,2024-03-27,2024-04-12,連續3日,6.41,1.15,✅,,4.45,4.02,25.68,42.04,41.81
5493,三聯,小,2024,2024-03-26,2024-04-11,連續3日,0.54,-9.99,,,-7.30,-5.16,-5.80,-2.26,4.16
6753,龍德造船,中,2024,2024-03-26,2024-04-11,10日6次,9.59,-1.25,,,-2.08,0.42,0.42,8.33,5.60
1503,士電,大,2024,2024-03-25,2024-04-10,連續5日,2.81,-1.82,✅,⭐,9.12,7.85,6.57,11.50,5.33
4127,天良,小,2024,2024-03-25,2024-04-10,連續3日,9.80,8.72,,,9.94,32.86,19.68,28.60,24.37
6230,尼得科超眾,中,2024,2024-03-20,2024-04-03,連續3日,-6.14,2.18,,,-2.91,-5.57,-10.90,-7.51,-2.60
4994,傳奇,小,2024,2024-03-15,2024-03-29,連續3日,0.00,-2.02,,,-2.82,7.26,5.24,0.00,-4.92
5386,青雲,小,2024,2024-03-15,2024-03-29,連續3日,1.15,-0.80,,,-7.87,-1.71,-5.25,2.39,3.48
8040,九暘,小,2024,2024-03-15,2024-03-29,連續3日,1.51,-2.29,,,-6.17,2.17,1.03,-6.51,-0.36
4909,新復興,小,2024,2024-03-14,2024-03-28,10日6次,1.25,-1.73,,,-6.67,3.70,-1.85,9.14,9.30
2404,漢唐,大,2024,2024-03-13,2024-03-27,10日6次,3.24,2.89,✅,,5.40,-13.94,4.02,-4.40,-5.01
2417,圓剛,小,2024,2024-03-12,2024-03-26,連續5日,1.18,-0.78,,,-3.50,-4.17,-6.99,-7.18,-7.40
5310,天剛,小,2024,2024-03-12,2024-03-26,連續3日,-4.86,2.27,,,9.94,24.43,29.26,39.06,26.26
3013,晟銘電,中,2024,2024-03-11,2024-03-27,連續3日+當沖,-3.58,-2.26,,,-1.13,-14.22,-22.13,-19.39,-13.27
3376,新日興,中,2024,2024-03-08,2024-03-26,連續3日+當沖,0.69,-0.23,,,-10.00,-8.64,-9.55,-7.95,-0.86
3372,典範,小,2024,2024-03-07,2024-03-21,連續3日,-3.89,2.13,,,-3.20,-12.37,-15.99,-13.22,-15.56
1725,元禎,小,2024,2024-03-06,2024-03-20,10日6次,9.99,7.89,,,9.47,-11.18,-12.37,-22.63,-32.21
6227,茂綸,小,2024,2024-03-06,2024-03-20,連續3日,1.67,-1.35,,,2.24,-5.98,-15.25,-23.32,-22.87
3363,上詮,中,2024,2024-03-05,2024-03-21,連續5日,2.07,-1.63,✅,⭐,2.44,0.81,-1.22,-5.28,-10.28
4303,信立,小,2024,2024-03-04,2024-03-18,連續5日,-0.54,3.48,,,10.00,32.83,7.61,-14.57,-11.62
8047,星雲,小,2024,2024-03-01,2024-03-15,連續3日,0.55,2.17,,,-3.26,-4.35,-8.97,-16.30,-24.23
8092,建暐,小,2024,2024-03-01,2024-03-15,連續3日,8.63,-0.20,✅,⭐,-2.44,17.11,17.92,3.87,7.58
4131,浩泰,小,2024,2024-02-29,2024-03-14,連續3日,-5.35,1.30,,,1.45,7.25,8.55,-2.32,-7.21
3313,斐成,小,2024,2024-02-27,2024-03-13,連續3日,9.83,0.45,,,-3.13,3.36,15.21,2.01,-14.91
4588,玖鼎電力,小,2024,2024-02-27,2024-03-13,連續3日,6.40,-3.24,✅,⭐,-7.41,-5.56,5.09,-4.63,12.64
5381,合正,小,2024,2024-02-27,2024-03-13,連續5日,-4.85,0.55,,,-4.82,-2.89,0.00,-0.83,6.59
8147,正淩,小,2024,2024-02-27,2024-03-13,連續3日,4.28,-0.37,✅,⭐,1.12,-4.85,8.21,-5.97,-9.58
1519,華城,大,2024,2024-02-26,2024-03-12,10日6次,8.32,0.36,✅,,-3.93,-3.93,-5.71,-3.39,-2.77
1809,中釉,小,2024,2024-02-26,2024-03-12,10日6次,9.92,0.00,,,9.91,8.85,13.10,20.35,6.25
6442,光聖,中,2024,2024-02-26,2024-03-14,連續3日+當沖,-3.64,0.00,,,0.69,0.69,3.09,0.69,-18.45
3321,同泰,小,2024,2024-02-23,2024-03-11,連續3日,3.57,-1.72,✅,⭐,-5.17,-7.39,-2.96,-3.20,0.16
3362,先進光,中,2024,2024-02-23,2024-03-11,10日6次,8.49,1.07,✅,,-6.94,-1.07,-0.53,1.42,-9.73
4945,陞達科技,小,2024,2024-02-23,2024-03-11,連續3日,6.90,-2.02,✅,⭐,1.61,3.63,13.71,11.69,-0.36
5284,jpp-KY,小,2024,2024-02-23,2024-03-11,連續5日,6.18,-1.06,✅,⭐,-5.03,-2.38,6.88,22.75,15.24
5443,均豪,小,2024,2024-02-23,2024-03-11,連續3日,2.61,2.34,✅,,-2.34,-3.61,-2.64,13.28,2.64
6640,均華,小,2024,2024-02-22,2024-03-08,連續3日,-4.49,4.27,,,3.42,25.00,28.85,43.80,30.63
4714,永捷,小,2024,2024-02-21,2024-03-07,連續3日,-3.85,0.00,,,2.25,15.00,10.25,21.50,20.18
6785,昱展新藥,中,2024,2024-02-21,2024-03-07,連續3日,9.95,-1.02,,,4.07,-6.22,-2.26,-9.28,-21.34
8089,康全電訊,小,2024,2024-02-21,2024-03-07,10日6次,9.97,1.28,,,-3.02,-2.33,-2.33,9.30,-4.43
2365,昆盈,小,2024,2024-02-20,2024-03-08,連續3日+當沖,2.09,-1.23,✅,🚫當沖條款,-3.89,-2.86,-1.84,2.66,-12.06
2465,麗臺,中,2024,2024-02-19,2024-03-05,連續3日,9.66,-9.69,,,8.81,5.73,8.37,26.87,26.77
6805,富世達,中,2024,2024-02-19,2024-03-05,連續3日,-3.22,-4.71,,,-9.97,-1.11,-3.05,-4.57,26.87
3268,海德威,小,2024,2024-02-16,2024-03-04,連續3日,-1.72,2.04,,,0.58,-3.64,-0.58,0.29,0.66
6584,南俊國際,中,2024,2024-02-16,2024-03-04,連續3日,10.00,9.72,,,9.72,5.96,5.33,10.03,9.36
6643,M31,大,2024,2024-02-15,2024-03-01,10日6次,-5.26,4.39,,,6.43,-1.17,-6.14,2.63,8.71
1418,東華,小,2024,2024-02-05,2024-02-29,連續3日,1.52,2.49,,,-4.49,-6.98,-4.98,-4.98,-1.75
3294,英濟,小,2024,2024-02-02,2024-02-27,連續3日,9.88,6.15,,,9.94,30.91,43.53,57.73,67.51
6229,研通,小,2024,2024-02-02,2024-03-01,連續3日,4.73,-1.74,✅,⭐,-3.82,-8.56,-9.72,-7.18,4.58
6465,威潤,小,2024,2024-02-02,2024-02-27,連續3日,-3.54,0.70,,,1.40,-3.84,-5.24,-9.25,-5.69
3360,尚立,小,2024,2024-02-01,2024-02-29,連續3日,9.83,2.01,,,-5.37,-14.54,-8.72,-13.87,3.90
6462,神盾,中,2024,2024-02-01,2024-02-29,連續3日,9.68,-2.21,,,-0.92,-7.54,11.76,1.84,24.32
8080,印鉐,小,2024,2024-02-01,2024-02-26,連續3日,9.92,9.72,,,9.72,32.29,16.67,21.53,3.12
9136,巨騰-DR,小,2024,2024-01-30,2024-02-22,10日6次,0.61,0.00,,,-0.45,-1.36,0.45,0.45,0.71
9105,泰金寶-DR,中,2024,2024-01-29,2024-02-21,連續5日,7.98,2.37,✅,,0.00,-2.64,-0.79,3.43,6.77
6187,萬潤,中,2024,2024-01-24,2024-02-16,連續5日,-0.28,-1.40,,,-2.24,-0.28,7.56,9.80,30.30
6535,順藥,中,2024,2024-01-22,2024-02-05,連續3日,7.00,-0.93,✅,⭐,-2.34,17.29,14.49,35.98,53.71
3228,金麗科,中,2024,2024-01-18,2024-02-01,10日6次,-1.00,-1.64,,,-3.78,-0.50,-1.64,12.23,14.45
4529,淳紳,小,2024,2024-01-18,2024-02-01,連續3日,10.00,-3.25,,,-6.49,-3.25,-0.97,5.84,27.77
6425,易發,小,2024,2024-01-18,2024-02-01,連續3日,-4.98,0.00,,,0.00,1.43,19.87,26.55,39.55
8467,波力-KY,小,2024,2024-01-12,2024-01-30,連續3日+當沖,-4.44,0.00,,,-4.94,-4.07,-4.65,-8.14,-0.66
3086,華義,中,2024,2024-01-11,2024-01-25,10日6次,-9.83,1.28,,,-0.32,-3.85,-4.81,-2.56,2.54
3288,點晶,小,2024,2024-01-08,2024-01-22,連續3日,-4.76,5.13,,,0.53,-4.21,-8.29,-13.42,-17.90
6113,亞矽,小,2024,2024-01-08,2024-01-24,連續3日,9.94,4.44,,,-1.02,0.17,-4.95,-5.29,24.30
6231,系微,中,2023,2023-12-29,2024-01-17,連續3日,0.70,-4.86,,,-9.90,-4.86,-5.73,-8.51,0.03
8059,凱碩,小,2023,2023-12-28,2024-01-12,連續3日,9.95,-1.10,,,9.93,11.04,10.82,14.79,9.08
8054,安國,中,2023,2023-12-25,2024-01-11,連續5日,9.88,1.83,,,6.42,5.50,6.88,16.06,11.71
